State,District,Block,Habitation Name,Habitation ID,Facility Name,Address,File Upload Date,Facility Category,Facility Subcategory,Lattitude,Longitude
Nagaland,Mokokchung,Ongpangkong (S),Mangmetong,672263,Mangmetong vill council,Mangmetong,2020-07-17 14:14:46.883,Transport/Admin,Panchayat Headquarter,26.29488684,94.4030804
Nagaland,Mokokchung,Ongpangkong (S),Mangmetong,672263,Bus stand,Mangmetong,2020-07-17 14:22:47.953,Transport/Admin,Bus Stand,26.29385888,94.40176563
Nagaland,Mokokchung,Ongpangkong (S),Mangmetong,672263,GHS,Mangmentong,2020-07-17 14:48:21.383,Education ,High School - General,26.28256893,94.39485923
Nagaland,Mokokchung,Ongpangkong (S),Mangmetong,672263,Primary Health Centre,Mangmetong,2020-07-17 14:28:57.370,Medical ,Primary Health Centre,26.29304821,94.40047719
Nagaland,Dimapur,Kuhoboto,Suhoi,1013463,mandi,Suhoi,2020-07-04 15:23:35.057,Agro ,Mandi (Notified),25.900363333333,93.83264
Nagaland,Dimapur,Kuhoboto,Suhoi,1013463,suhoi vill council,suhoi,2020-07-04 15:23:54.357,Transport/Admin,Panchayat Headquarter,25.899495,93.831864999999
Nagaland,Dimapur,Kuhoboto,Suhoi,1013463,Bus stand,Suhoi,2020-07-04 15:23:05.073,Transport/Admin,Bus Stand,25.898843333333,93.830396666666
Nagaland,Phek,Pfutsero,Sumi Swemi,1017007,mandi,sumi,2020-07-16 10:54:53.603,Agro ,Mandi (Notified),25.59576261,94.39424502
Nagaland,Phek,Pfutsero,Sumi Swemi,1017007,warehouse no.2,sumi,2020-07-16 09:43:26.520,Agro ,Warehouse,25.5907369,94.3815695
Nagaland,Phek,Pfutsero,Sumi Swemi,1017007,warehouse,sumi,2020-07-16 09:42:08.107,Agro ,Warehouse,25.5930611,94.3855847
Nagaland,Phek,Pfutsero,Sumi Swemi,1017007,panchayat hq,sumi,2020-07-16 10:56:43.247,Transport/Admin,Panchayat Headquarter,25.5957726,94.39421297
Nagaland,Phek,Pfutsero,Sumi Swemi,1017007,bus stop,sumi,2020-07-16 09:45:09.223,Transport/Admin,Bus Stand,25.5927495,94.3836568
Nagaland,Phek,Pfutsero,Sumi Swemi,1017007,pack house,suni,2020-07-16 10:54:22.107,Agro ,Collection Centre or Pack House,25.59551391,94.39352089
Nagaland,Phek,Pfutsero,Sumi Swemi,1017007,handloom weaving,sumi,2020-07-16 09:44:21.310,Agro ,Agro Industry,25.5927495,94.3836568
Nagaland,Phek,Pfutsero,Sumi Swemi,1017007,collection centre,sumi,2020-07-16 10:54:03.330,Agro ,Collection Centre or Pack House,25.5927495,94.3836568
