State,District,Block,Habitation Name,Habitation ID,Facility Name,Address,File Upload Date,Facility Category,Facility Subcategory,Lattitude,Longitude
Sikkim,West Sikkim,Soreng,Akkar Zoom Central Zoom ,1113730,Nayabazar High School,Nayabazar,2020-06-27 12:22:43.460,Education ,High School - General,27.132778549567,88.274746499956
Sikkim,West Sikkim,Soreng,Akkar Zoom Central Zoom ,1113730,Ratiram Banshilal Petrol Pump,Nayabazar,2020-06-24 11:27:16.497,Transport/Admin,Fuel Station,27.132153846323,88.276913976297
Sikkim,East,Rongli,Mulukay,1114089,Govt. Secondary School,Mulukey,2020-06-05 13:15:01.880,Education ,High School - General,27.20552561,88.64514654
Sikkim,West Sikkim,Gyalshing,Sopakha,1007849,"Gram Prasasan Kendra, Sopakha","Sopakha, P. O Uttarey, West Sikkim",2020-06-20 10:35:51.840,Transport/Admin,Panchayat Headquarter,27.281944029965,88.092645378783
Sikkim,North,Chungthang,Lachen Gumpa,1113337,Lachen Gumpa,Lachen,2020-07-16 17:07:19.957,Education ,Higher Secondary School,27.73060288,88.54684467
Sikkim,West Sikkim,Soreng,Middle Gelling Baiguney ,1113669,village Administrative Centre,39 Gelling Baiguney,2020-06-23 12:16:25.933,Transport/Admin,Panchayat Headquarter,27.15647421,88.27631638
Sikkim,West Sikkim,Soreng,Middle Gelling Baiguney ,1113669,Govt   Secondary School,Middle Gelling Baiguney,2020-06-25 13:38:05.063,Education ,Higher Secondary School,27.16029309,88.275277
Sikkim,West Sikkim,Soreng,Middle Gelling Baiguney ,1113669,Govt Senior Secondary School,39 Gelling Baiguney,2020-06-25 13:41:23.690,Education ,Higher Secondary School,27.16005384922,88.274894356728
Sikkim,West Sikkim,Gyalshing,M Labdang,1113737,GPK,Middle Labdang,2020-06-26 08:44:11.207,Transport/Admin,Panchayat Headquarter,27.38887732,88.29004325
Sikkim,West Sikkim,Gyalshing,M Labdang,1113737,Cottage Industry,Middle Labdang,2020-06-26 08:44:01.617,Agro ,Agro Industry,27.3886162,88.28919698
Sikkim,East,Gangtok,TADONG.,1113771,holy cross school,5th mile Tadong Gangtok,2020-06-25 15:17:14.620,Education ,Higher Secondary School,27.3136401,88.5932659
Sikkim,East,Gangtok,TADONG.,1113771,Dzong fuel station,ranipool Gangtok,2020-06-25 15:19:24.833,Transport/Admin,Fuel Station,27.2969332,88.5875539
Sikkim,East,Gangtok,TADONG.,1113771,nar bhahadur bhandari degree College,Tadong Gangtok,2020-06-20 16:20:06.130,Education ,Degree College,27.333031,88.6146301
Sikkim,East,Gangtok,TADONG.,1113771,Sikkim state cooperation bank Ltd,metro point Tadong Gangtok,2020-06-21 07:33:27.347,Transport/Admin,Bank,27.3108757,88.5951877
Sikkim,East,Gangtok,TADONG.,1113771,Bhagirath and sons fuelling station,5th mile Tadong Gangtok,2020-06-25 15:17:25.720,Transport/Admin,Fuel Station,27.3121367,88.5900807
Sikkim,East,Gangtok,TADONG.,1113771,harkamaya college of education and damber singh college,samdur Tadong Gangtok,2020-06-25 15:17:53.773,Education ,Degree College,27.3116258,88.5888427
Sikkim,East,Gangtok,TADONG.,1113771,indian oil 5th mile,5th mile Tadong,2020-06-21 07:34:32.777,Transport/Admin,Fuel Station,27.3125661,88.5959384
